status;atlas_ref_id;brot_id;rezept_variante;name;gruppe;schritt_nr;zutaten_list;anweisung;techniken_tags;zeit_aufwand;bild_ref;quelle;bild_lead;step_bild_positive_prompt;step_bild_negativ_prompt;lead_bild_positive_prompt;lead_bild_negativ_prompt;tipps;gemini_comment1;gemini_comment2;Herkunft;Geschichte, Entstehung;Tradition;
active;CH-SPEC-004;CHE-00024-G-001;1;Grahambrot;Spezialbrote;4;Keine;Backen: Bei 180 Grad 45 Min backen. Aus Form nehmen, 10 Min bei 200 Grad fertig backen.;Backen;55 Min;CHE-00024-G-001-st4.jpg;Schweizer Brot;CHE-00024-G-001.jpg;Professional food photography, baked loaf in tin, dark crust;blurry, text, cartoon;Professional food photography, Grahambrot, rectangular whole wheat loaf, sliced, healthy texture, sandwich bread style;blurry, text, cartoon;Nachbacken ohne Form stabilisiert Kruste.;Bei niedrigerer Hitze backen als Weissbrot.;Ideal für Toast.;International / Schweiz;Benannt nach dem Reformer Sylvester Graham (19. Jh.).;Vollkornbrot, oft in Kastenform gebacken. Ballaststoffreich und kompakt.;
active;CH-TI-002;CHE-00025-G-001;1;Vallemaggia Brot;Tessiner Brote;1;150g Ruchmehl, 1dl Wasser, 2g Hefe (Vorteig);Vorteig: Zutaten mischen. 12-18 Stunden gären lassen (Hebel).;Fermentieren;720 Min;CHE-00025-G-001-st1.jpg;Schweizer Brot;CHE-00025-G-001.jpg;Professional food photography, preferment dough in bowl, bubbly surface, fermentation;blurry, text, cartoon;Professional food photography, Pane Vallemaggia, dark rustic irregular loaf, thick crunchy crust, flour dusted, Italian style;blurry, text, cartoon;Sehr lange Vorteigführung (Biga/Hebel).;Bringt Tiefe ins Aroma.;Rustikales Tessiner Bergbrot.;Kanton Tessin (Maggiatal);Lokale Spezialität aus dem Maggiatal.;Dunkles, stark ausgebackenes Brot mit dicker Kruste und unregelmässiger Porung. Oft als großer Laib.;
active;CH-TI-002;CHE-00025-G-001;1;Vallemaggia Brot;Tessiner Brote;2;Reifer Vorteig, 350g Ruchmehl, 2.5dl Wasser, 5g Hefe, 12g Salz;Hauptteig: Alle Zutaten mit Vorteig mischen. 10 Min kneten. 60-90 Min ruhen lassen.;Kneten,Gären;100 Min;CHE-00025-G-001-st2.jpg;Schweizer Brot;CHE-00025-G-001.jpg;Professional food photography, mixing main dough with preferment, rustic bowl;blurry, text, cartoon;Professional food photography, Pane Vallemaggia, dark rustic irregular loaf, thick crunchy crust, flour dusted, Italian style;blurry, text, cartoon;Helles und dunkles Mehl gemischt.;Teig gut ruhen lassen.;Rustikale Struktur.;Kanton Tessin (Maggiatal);Lokale Spezialität aus dem Maggiatal.;Dunkles, stark ausgebackenes Brot mit dicker Kruste und unregelmässiger Porung. Oft als großer Laib.;
active;CH-TI-002;CHE-00025-G-001;1;Vallemaggia Brot;Tessiner Brote;3;Mehl;Formen: Teig rundwirken (Schluss unten), dann leicht langstossen. Gut bemehlen.;Formen;10 Min;CHE-00025-G-001-st3.jpg;Schweizer Brot;CHE-00025-G-001.jpg;Professional food photography, shaping rustic bread loaf on floured table, artisan hands;blurry, text, cartoon;Professional food photography, Pane Vallemaggia, dark rustic irregular loaf, thick crunchy crust, flour dusted, Italian style;blurry, text, cartoon;Natürlicher Aufriss oft erwünscht.;Viel Mehl an der Kruste.;Form eher unregelmässig oval.;Kanton Tessin (Maggiatal);Lokale Spezialität aus dem Maggiatal.;Dunkles, stark ausgebackenes Brot mit dicker Kruste und unregelmässiger Porung. Oft als großer Laib.;
active;CH-TI-002;CHE-00025-G-001;1;Vallemaggia Brot;Tessiner Brote;4;Keine;Backen: Bei 230 Grad (fallend auf 200) ca. 45-50 Min dunkel ausbacken.;Backen;50 Min;CHE-00025-G-001-st4.jpg;Schweizer Brot;CHE-00025-G-001.jpg;Professional food photography, dark baked bread coming out of wood fired oven, rustic;blurry, text, cartoon;Professional food photography, Pane Vallemaggia, dark rustic irregular loaf, thick crunchy crust, flour dusted, Italian style;blurry, text, cartoon;Dunkle Kruste ("bien cuit") für Geschmack.;Traditionell im Holzofen.;Perfekt zum Grotto-Plättli.;Kanton Tessin (Maggiatal);Lokale Spezialität aus dem Maggiatal.;Dunkles, stark ausgebackenes Brot mit dicker Kruste und unregelmässiger Porung. Oft als großer Laib.;
active;CH-BASIC-001;CHE-00026-G-001;1;Buttergipfel;Kleingebäck;1;500g Weissmehl, 12g Salz, 30g Zucker, 20g Hefe, 2.8dl Milch, 30g Butter;Teig: Alle Zutaten (ausser Tourierbutter) kurz zu einem Teig kneten. Kalt stellen.;Kneten,Kühlen;30 Min;CHE-00026-G-001-st1.jpg;Schweizer Brot;CHE-00026-G-001.jpg;Professional food photography, block of raw dough and block of cold butter on table;blurry, text, cartoon;Professional food photography, Swiss Buttergipfel (Croissant), golden flaky pastry, curved crescent shape, on cooling rack;blurry, text, cartoon;Kühle ist das A und O.;Teig nicht zu lange kneten (nur vermischen).;Butterziegel vorbereiten.;Schweiz / International;In der Schweiz als 'Gipfeli' bekannt, inspiriert vom österreichischen Kipferl und französischen Croissant.;Das klassische Schweizer Buttergipfeli ist weniger süss und etwas kompakter als das französische Croissant, oft mit Laugenvariante.;
active;CH-BASIC-001;CHE-00026-G-001;1;Buttergipfel;Kleingebäck;2;250g kalte Butter;Tourieren: Butter in Teig einschlagen. Ausrollen und falten (Touren geben). Dazwischen immer kühlen. 3-4 einfache Touren.;Tourieren,Falten;60 Min;CHE-00026-G-001-st2.jpg;Schweizer Brot;CHE-00026-G-001.jpg;Professional food photography, rolling out pastry dough with butter layers, lamination process;blurry, text, cartoon;Professional food photography, Swiss Buttergipfel (Croissant), golden flaky pastry, curved crescent shape, on cooling rack;blurry, text, cartoon;Butter und Teig müssen gleiche Konsistenz haben.;Exaktes Arbeiten für schöne Schichten.;Geduld beim Kühlen.;Schweiz / International;In der Schweiz als 'Gipfeli' bekannt, inspiriert vom österreichischen Kipferl und französischen Croissant.;Das klassische Schweizer Buttergipfeli ist weniger süss und etwas kompakter als das französische Croissant, oft mit Laugenvariante.;
active;CH-BASIC-001;CHE-00026-G-001;1;Buttergipfel;Kleingebäck;3;Keine;Formen: Teig 3mm dünn ausrollen. Dreiecke schneiden. Zu Gipfeln aufrollen. Auf Blech garen lassen.;Formen,Rollen;30 Min;CHE-00026-G-001-st3.jpg;Schweizer Brot;CHE-00026-G-001.jpg;Professional food photography, rolling dough triangles into crescent shapes, raw pastry;blurry, text, cartoon;Professional food photography, Swiss Buttergipfel (Croissant), golden flaky pastry, curved crescent shape, on cooling rack;blurry, text, cartoon;Spitze des Dreiecks leicht ziehen beim Rollen.;Schluss muss unten liegen.;Nicht zu warm garen (Butter schmilzt!).;Schweiz / International;In der Schweiz als 'Gipfeli' bekannt, inspiriert vom österreichischen Kipferl und französischen Croissant.;Das klassische Schweizer Buttergipfeli ist weniger süss und etwas kompakter als das französische Croissant, oft mit Laugenvariante.;
active;CH-BASIC-001;CHE-00026-G-001;1;Buttergipfel;Kleingebäck;4;1 Ei;Backen: Mit Ei bestreichen. Bei 200 Grad ca. 15-20 Min goldgelb backen.;Backen,Glasieren;20 Min;CHE-00026-G-001-st4.jpg;Schweizer Brot;CHE-00026-G-001.jpg;Professional food photography, baked croissants on tray, golden shine;blurry, text, cartoon;Professional food photography, Swiss Buttergipfel (Croissant), golden flaky pastry, curved crescent shape, on cooling rack;blurry, text, cartoon;Nur Eigelb für dunkleren Glanz.;Ofentür zulassen.;Frisch am besten.;Schweiz / International;In der Schweiz als 'Gipfeli' bekannt, inspiriert vom österreichischen Kipferl und französischen Croissant.;Das klassische Schweizer Buttergipfeli ist weniger süss und etwas kompakter als das französische Croissant, oft mit Laugenvariante.;
active;CH-FEST-001;CHE-00027-G-001;1;Dreikönigskuchen;Festtagsgebäck;1;500g Weissmehl, 20g Hefe, 60g Zucker, 60g Butter, 1 Ei, 2.5dl Milch, 1 TL Salz;Mischen: Mehl, Hefe, Zucker, Butter, Ei, Milch und Salz zu einem geschmeidigen Teig kneten.;Kneten;15 Min;CHE-00027-G-001-st1.jpg;Schweizer Brot;CHE-00027-G-001.jpg;Professional food photography, sweet dough kneading, rich texture, ingredients like butter and eggs visible;blurry, text, cartoon;Professional food photography, Dreikönigskuchen (King's Cake), flower shape with balls, topped with pearl sugar and almonds, golden brown;blurry, text, cartoon;Zutaten zimmerwarm verarbeiten.;Süsser Hefeteig braucht gute Knetung.;Zitrone gibt Frische.;Schweiz (Allgemein);Brauch geht auf das 14. Jh. zurück, wurde in den 1950ern von Bäckern wiederbelebt.;Wird am 6. Januar gegessen. Wer den Plastik-König findet, ist König für einen Tag.;
active;CH-FEST-001;CHE-00027-G-001;1;Dreikönigskuchen;Festtagsgebäck;2;50g Sultaninen, 1 Mandel (König);Beigeben: Sultaninen kurz unterkneten. Teig ums Doppelte aufgehen lassen.;Gären;60 Min;CHE-00027-G-001-st2.jpg;Schweizer Brot;CHE-00027-G-001.jpg;Professional food photography, mixing raisins into dough, hiding an almond;blurry, text, cartoon;Professional food photography, Dreikönigskuchen (King's Cake), flower shape with balls, topped with pearl sugar and almonds, golden brown;blurry, text, cartoon;Sultaninen vorher einweichen.;König nicht vergessen!;Gut abdecken gegen Zugluft.;Schweiz (Allgemein);Brauch geht auf das 14. Jh. zurück, wurde in den 1950ern von Bäckern wiederbelebt.;Wird am 6. Januar gegessen. Wer den Plastik-König findet, ist König für einen Tag.;
active;CH-FEST-001;CHE-00027-G-001;1;Dreikönigskuchen;Festtagsgebäck;3;1 Eigelb, Hagelzucker, Mandelblättchen;Formen & Backen: 8 kleine Kugeln, 1 grosse Kugel formen. Zur Blume zusammensetzen (König in einer kleinen verstecken). Gehen lassen. Bestreichen, bestreuen. Bei 180 Grad 30 Min backen.;Formen,Backen;45 Min;CHE-00027-G-001-st3.jpg;Schweizer Brot;CHE-00027-G-001.jpg;Professional food photography, raw dough balls arranged in flower shape on baking sheet, brushed with egg;blurry, text, cartoon;Professional food photography, Dreikönigskuchen (King's Cake), flower shape with balls, topped with pearl sugar and almonds, golden brown;blurry, text, cartoon;Kugeln rundschleifen.;Nicht zu eng setzen.;König gut verstecken (unten einstechen).;Schweiz (Allgemein);Brauch geht auf das 14. Jh. zurück, wurde in den 1950ern von Bäckern wiederbelebt.;Wird am 6. Januar gegessen. Wer den Plastik-König findet, ist König für einen Tag.;
active;CH-FEST-002;CHE-00028-G-001;1;Grittibänz;Festtagsgebäck;1;500g Zopfmehl, 15g Salz, 20g Hefe, 60g Butter, 1 Ei, 2.5dl Milchwasser;Teig: Zutaten zu einem weichen Teig kneten. Doppelt aufgehen lassen.;Kneten,Gären;75 Min;CHE-00028-G-001-st1.jpg;Schweizer Brot;CHE-00028-G-001.jpg;Professional food photography, sweet yeast dough ball rising in bowl;blurry, text, cartoon;Professional food photography, Grittibänz (Bread Man), golden brown baked dough figure, decorated with raisins and sugar, festive;blurry, text, cartoon;Zopfmehl für die Elastizität.;Süsser oder salziger Teig möglich.;Ein Spass für Kinder.;Schweiz (Allgemein);Tradition zum Samichlaustag (6. Dezember). Ursprung unklar, evtl. Prozessionsgebäck.;Figürliches Gebäck in Form eines Mannes. Name variiert regional (Elggermaa, Bonhomme de pâte).;
active;CH-FEST-002;CHE-00028-G-001;1;Grittibänz;Festtagsgebäck;2;Hagelzucker, Rosinen (Deko);Formen: Teigstücke zu "Männern" formen (Arme/Beine einschneiden). Verzieren. Gehen lassen.;Formen,Verzieren;20 Min;CHE-00028-G-001-st2.jpg;Schweizer Brot;CHE-00028-G-001.jpg;Professional food photography, shaping dough into a man figure, cutting legs with knife;blurry, text, cartoon;Professional food photography, Grittibänz (Bread Man), golden brown baked dough figure, decorated with raisins and sugar, festive;blurry, text, cartoon;Mit Schere einschneiden geht am besten.;Rosinen tief eindrücken.;Hals nicht zu dünn machen.;Schweiz (Allgemein);Tradition zum Samichlaustag (6. Dezember). Ursprung unklar, evtl. Prozessionsgebäck.;Figürliches Gebäck in Form eines Mannes. Name variiert regional (Elggermaa, Bonhomme de pâte).;
active;CH-FEST-002;CHE-00028-G-001;1;Grittibänz;Festtagsgebäck;3;1 Eigelb;Backen: Mit Ei bestreichen. Bei 200 Grad 20-25 Min backen.;Backen,Glasieren;25 Min;CHE-00028-G-001-st3.jpg;Schweizer Brot;CHE-00028-G-001.jpg;Professional food photography, baking tray with raw dough figures brushed with egg wash;blurry, text, cartoon;Professional food photography, Grittibänz (Bread Man), golden brown baked dough figure, decorated with raisins and sugar, festive;blurry, text, cartoon;Zweimal bestreichen für mehr Glanz.;Nicht zu dunkel werden lassen.;Schmeckt warm mit Butter herrlich.;Schweiz (Allgemein);Tradition zum Samichlaustag (6. Dezember). Ursprung unklar, evtl. Prozessionsgebäck.;Figürliches Gebäck in Form eines Mannes. Name variiert regional (Elggermaa, Bonhomme de pâte).;
active;CH-ZOPF-001;CHE-00029-G-001;1;UrDinkel-Zopf;Zöpfe;1;500g UrDinkel-Mehl, 10g Salz, 20g Hefe, 20g Zucker, 2.5dl Milch, 50g Butter, 1 Ei;Mischen: Alle Zutaten mischen. Nur schonend kneten (Dinkel ist empfindlich). 90 Min gehen lassen.;Mischen,Gären;100 Min;CHE-00029-G-001-st1.jpg;Schweizer Brot;CHE-00029-G-001.jpg;Professional food photography, kneading spelt dough carefully, light brown flour;blurry, text, cartoon;Professional food photography, UrDinkel-Zopf, braided spelt bread, golden brown, slightly darker crumb than wheat, rustic;blurry, text, cartoon;Dinkel nicht überkneten (Strukturzerfall).;Brühstück kann Saftigkeit erhöhen.;Nussiger Geschmack.;Schweiz (Allgemein);UrDinkel (alte Sorten) erlebt eine Renaissance.;Gesunde Alternative zum klassischen Sonntagszopf. Teig ist oft etwas weicher und weniger stabil.;
active;CH-ZOPF-001;CHE-00029-G-001;1;UrDinkel-Zopf;Zöpfe;2;Keine;Formen: Teig halbieren, zwei Stränge rollen. Zum Zopf flechten. 20 Min entspannen lassen.;Formen,Flechten;25 Min;CHE-00029-G-001-st2.jpg;Schweizer Brot;CHE-00029-G-001.jpg;Professional food photography, braiding two dough strands into a Zopf loaf;blurry, text, cartoon;Professional food photography, UrDinkel-Zopf, braided spelt bread, golden brown, slightly darker crumb than wheat, rustic;blurry, text, cartoon;Stränge von der Mitte nach aussen rollen.;Locker flechten.;Enden gut verschliessen.;Schweiz (Allgemein);UrDinkel (alte Sorten) erlebt eine Renaissance.;Gesunde Alternative zum klassischen Sonntagszopf. Teig ist oft etwas weicher und weniger stabil.;
active;CH-ZOPF-001;CHE-00029-G-001;1;UrDinkel-Zopf;Zöpfe;3;1 Ei;Backen: Mit Ei bestreichen. Bei 200 Grad ca. 40 Min backen.;Backen,Glasieren;40 Min;CHE-00029-G-001-st3.jpg;Schweizer Brot;CHE-00029-G-001.jpg;Professional food photography, brushing braided loaf with egg wash, raw dough;blurry, text, cartoon;Professional food photography, UrDinkel-Zopf, braided spelt bread, golden brown, slightly darker crumb than wheat, rustic;blurry, text, cartoon;Dinkel bräunt schneller.;Evtl. Temperatur früher reduzieren.;Garprobe mit Klopftest.;Schweiz (Allgemein);UrDinkel (alte Sorten) erlebt eine Renaissance.;Gesunde Alternative zum klassischen Sonntagszopf. Teig ist oft etwas weicher und weniger stabil.;
active;CH-FEST-003;CHE-00030-G-001;1;Zopfstern;Festtagsgebäck;1;1kg Zopfmehl, 1 EL Salz, 30g Hefe, 5.5dl Milch, 120g Butter;Teig: Aus Zutaten einen geschmeidigen Teig kneten. Doppelt aufgehen lassen.;Kneten,Gären;75 Min;CHE-00030-G-001-st1.jpg;Schweizer Brot;CHE-00030-G-001.jpg;Professional food photography, large batch of yeast dough rising in bowl;blurry, text, cartoon;Professional food photography, Zopfstern, star-shaped braided bread, intricate weaving pattern, golden brown crust;blurry, text, cartoon;Butter am Schluss unterkneten.;Teig muss glatt und elastisch sein.;Ideal als Tischdeko.;Schweiz (Allgemein);Moderne Variation der Zopftradition.;Besonders beliebt zu Weihnachten oder Ostern als dekoratives Herzstück des Brunchs.;
active;CH-FEST-003;CHE-00030-G-001;1;Zopfstern;Festtagsgebäck;2;Keine;Formen: 10 grosse und 10 kleine Stränge formen. Gitterartig zum Stern verflechten (Anleitung beachten).;Formen,Flechten;45 Min;CHE-00030-G-001-st2.jpg;Schweizer Brot;CHE-00030-G-001.jpg;Professional food photography, overhead shot of weaving dough strands into a star shape;blurry, text, cartoon;Professional food photography, Zopfstern, star-shaped braided bread, intricate weaving pattern, golden brown crust;blurry, text, cartoon;Kühle Arbeitsfläche hilft.;Symmetrie beachten.;Erfordert Konzentration beim Flechten.;Schweiz (Allgemein);Moderne Variation der Zopftradition.;Besonders beliebt zu Weihnachten oder Ostern als dekoratives Herzstück des Brunchs.;
active;CH-FEST-003;CHE-00030-G-001;1;Zopfstern;Festtagsgebäck;3;1 Ei;Backen: 15 Min gehen lassen. Mit Ei bestreichen. Bei 200 Grad 45-50 Min backen.;Backen,Glasieren;50 Min;CHE-00030-G-001-st3.jpg;Schweizer Brot;CHE-00030-G-001.jpg;Professional food photography, baking star bread in oven, golden crust color;blurry, text, cartoon;Professional food photography, Zopfstern, star-shaped braided bread, intricate weaving pattern, golden brown crust;blurry, text, cartoon;Ei mit Prise Salz verquirlen (löst sich besser).;Gleichmässig backen.;Ein Festschmaus.;Schweiz (Allgemein);Moderne Variation der Zopftradition.;Besonders beliebt zu Weihnachten oder Ostern als dekoratives Herzstück des Brunchs.;
active;CH-SPEC-005;CHE-00031-G-001;1;Chnusperbrot;Spezialbrote;1;1kg Ruchmehl, 7-8dl Wasser, 12g Hefe, 25g Salz;Teig: Sehr weichen Teig kneten (hohe Hydration). 3-4 Stunden oder über Nacht gären lassen (No Knead style).;Kneten,Gären;240 Min;CHE-00031-G-001-st1.jpg;Schweizer Brot;CHE-00031-G-001.jpg;Professional food photography, very wet bubbly dough in container, high hydration;blurry, text, cartoon;Professional food photography, Chnusperbrot, very rustic bread with dark thick crust, large pores, flour dusted;blurry, text, cartoon;Hoher Wasseranteil für grosse Poren.;Zeit ersetzt Knetarbeit.;Deckel drauf lassen.;Moderne Bäckerei;Trendbrot der 'Artisan Bakery' Bewegung.;Zeichnet sich durch sehr lange Teigführung, wilden Aufriss und extrem knusprige Kruste aus.;
active;CH-SPEC-005;CHE-00031-G-001;1;Chnusperbrot;Spezialbrote;2;Mehl;Formen: Teig auf Mehl kippen. Nicht kneten! In Stücke teilen, vorsichtig verdrehen (Wurzeln).;Formen;15 Min;CHE-00031-G-001-st2.jpg;Schweizer Brot;CHE-00031-G-001.jpg;Professional food photography, dividing wet dough on floured table, rustic shaping;blurry, text, cartoon;Professional food photography, Chnusperbrot, very rustic bread with dark thick crust, large pores, flour dusted;blurry, text, cartoon;Luftblasen nicht zerstören.;Teigkarte verwenden.;Rustikale Form ist gewollt.;Moderne Bäckerei;Trendbrot der 'Artisan Bakery' Bewegung.;Zeichnet sich durch sehr lange Teigführung, wilden Aufriss und extrem knusprige Kruste aus.;
active;CH-SPEC-005;CHE-00031-G-001;1;Chnusperbrot;Spezialbrote;3;Keine;Backen: Bei 240 Grad heiss anbacken, ca 40 Min. Knusprig!;Backen;40 Min;CHE-00031-G-001-st3.jpg;Schweizer Brot;CHE-00031-G-001.jpg;Professional food photography, rustic breads baking on stone in oven, dark crust;blurry, text, cartoon;Professional food photography, Chnusperbrot, very rustic bread with dark thick crust, large pores, flour dusted;blurry, text, cartoon;Backstein empfohlen.;Hohe Anfangshitze.;Kruste muss singen (knistern) beim Abkühlen.;Moderne Bäckerei;Trendbrot der 'Artisan Bakery' Bewegung.;Zeichnet sich durch sehr lange Teigführung, wilden Aufriss und extrem knusprige Kruste aus.;
